age	male	baseusage	aware0	harmvision0	gansu	RE2	va18	zmath	pedu12	hhwealth	bboarding	pamigrant	schid	studentid	newcome	attrition	givegl	wear2	use2	ezmath	major	interaction	edu	con	vou	fre	SE2	seatchange	emtea_14	reexamination	blackboard
13	0	0	0	1	1	2	1	-1.1463565	0	1	0	0	201072	"2010725104"	0	0	1	0	0	-1.5154492	2	3	0	0	1	0	-2.0	2	3	1	2
10	1	0	0	0	1	2	0	-0.4963885	0	2	0	0	201081	"2010814105"	0	0	1	0	1	-0.31641203	3	6	1	0	0	1	-1.375	2	3	1	2
11	0	0	0	0	1	2	0	-2.1161768	0	3	0	0	201081	"2010814111"	0	0	1	0	1	0.043540925	3	6	1	0	0	1	-1.0	2	3	1	2
11	0	0	0	0	1	2	0	-1.036318	0	1	0	0	201081	"2010814112"	0	0	1	0	1	-0.13643554	3	6	1	0	0	1	-1.0	2	3	1	2
10	0	0	0	0	1	4	0	-1.036318	0	2	0	0	201081	"2010814114"	0	0	1	0	0	-0.13643554	3	6	1	0	0	1	1.0	2	3	1	2
9	1	0	0	0	1	2	1	0.2235174	0	1	0	0	201081	"2010814118"	0	0	1	0	1	0.40349388	3	6	1	0	0	1	-2.0	3	3	1	2
11	1	0	0	0	1	2	0	1.4833527	0	1	0	0	201081	"2010814133"	0	0	1	0	1	2.023282	3	6	1	0	0	1	-1.25	2	3	1	2
12	1	0	0	0	1	2	0	0.2235174	0	1	0	1	201081	"2010814134"	0	0	1	0	0	0.40349388	3	6	1	0	0	1	-1.25	2	3	1	2
10	0	0	0	0	1	4	0	0.2235174	0	2	0	0	201081	"2010814139"	0	0	1	0	0	0.9434233	3	6	1	0	0	1	0.5	2	3	1	2
11	0	0	0	1	1	2	1	1.6218386	0	1	0	0	201081	"2010815103"	0	0	1	1	1	1.6218386	3	6	1	0	0	1	-2.0	3	3	1	2
12	0	1	1	0	1	1	1	0.6991069	0	3	0	0	201081	"2010815117"	0	0	1	1	1	0.6991069	3	6	1	0	0	1	-2.75	2	3	1	2
11	1	0	0	1	1	2	0	0.14546786	0	2	0	0	201081	"2010815121"	0	0	1	1	1	0.14546786	3	6	1	0	0	1	-1.0	2	3	1	2
10	0	1	1	0	1	2	1	-1.2162944	0	1	0	0	201091	"2010914101"	0	0	1	0	1	-0.31641203	2	4	1	0	1	0	-1.25	1	2	1	3
11	0	0	0	0	1	2	0	-1.036318	0	2	0	0	201091	"2010914105"	0	0	1	0	1	-0.4963885	2	4	1	0	1	0	-1.5	1	2	1	3
9	0	0	0	0	1	1	1	0.58347034	1	2	0	1	201091	"2010914121"	0	0	1	0	1	1.1233997	2	4	1	0	1	0	-3.5	2	2	1	3
10	0	0	0	0	1	2	0	-0.7772638	0	2	0	0	201091	"2010915116"	0	0	1	0	0	0.6991069	2	4	1	0	1	0	-1.0	2	2	1	3
13	1	0	1	0	1	1	1	0.6991069	0	1	0	0	201091	"2010915117"	0	0	1	0	1	0.5145605	2	4	1	0	1	0	-3.5	2	2	1	3
11	1	1	1	1	1	1	1	0.6991069	0	1	0	1	201091	"2010915118"	0	0	1	1	1	1.0681995	2	4	1	0	1	0	-4.75	2	2	1	3
10	0	0	0	0	1	2	0	1.0681995	0	3	0	0	201091	"2010915119"	0	0	1	0	1	-0.40817115	2	4	1	0	1	0	-1.25	2	2	1	3
10	0	0	0	0	1	1	1	1.0681995	0	2	0	0	201091	"2010915120"	0	0	1	0	1	-0.039078478	2	4	1	0	1	0	-2.25	3	2	1	3
12	0	0	1	1	1	1	1	1.2527459	0	1	0	0	201091	"2010915123"	0	0	1	0	1	1.6218386	2	4	1	0	1	0	-2.25	2	2	1	3
11	0	0	1	1	1	1	1	1.2527459	1	2	0	1	201091	"2010915129"	0	0	1	0	1	0.6991069	2	4	1	0	1	0	-5.25	2	2	1	3
11	1	0	0	0	1	1	1	0.6991069	0	3	0	0	201091	"2010915133"	0	0	1	0	1	-0.59271747	2	4	1	0	1	0	-2.25	2	2	1	3
9	1	0	0	0	1	1	0	1.3033762	0	1	0	0	201111	"2011114104"	0	0	1	0	0	1.6633291	1	1	0	1	0	0	-2.25	2	3	1	2
10	1	0	0	0	1	1	0	0.043540925	0	2	0	0	201111	"2011114115"	0	0	1	1	1	0.2235174	1	1	0	1	0	0	-3.5	3	3	1	2
9	1	0	0	0	1	2	0	0.043540925	0	3	0	1	201111	"2011114116"	0	0	1	0	0	1.1233997	1	1	0	1	0	0	-1.0	2	3	1	2
11	1	1	1	0	1	4	0	0.043540925	0	3	0	0	201111	"2011114119"	0	0	1	1	1	0.9434233	1	1	0	1	0	0	1.375	2	3	1	2
10	1	1	0	0	1	1	1	-0.31641203	0	2	0	1	201111	"2011114131"	0	0	1	1	1	1.3033762	1	1	0	1	0	0	-3.0	3	3	1	2
9	1	0	0	0	1	2	0	0.58347034	1	2	1	0	201111	"2011114144"	0	0	1	0	0	1.6633291	1	1	0	1	0	0	-1.75	2	3	1	2
12	1	0	0	0	1	1	1	0.2235174	0	2	1	0	201111	"2011114169"	0	0	1	0	0	-0.31641203	1	1	0	1	0	0	-3.25	1	3	1	2
12	0	0	0	1	1	2	1	0.8836532	0	3	0	0	201111	"2011115122"	0	0	1	0	0	0.6991069	1	1	0	1	0	0	-2.0	2	4	1	1
9	0	0	0	1	1	2	0	0.5145605	0	2	0	0	201111	"2011115124"	0	0	1	0	0	0.3300142	1	1	0	1	0	0	-0.75	2	4	1	1
12	1	0	1	1	1	1	0	0.3300142	0	2	0	0	201111	"2011115131"	0	0	1	0	0	1.8063849	1	1	0	1	0	0	-3.25	2	4	1	1
8	1	0	0	1	1	4	0	1.3033762	1	3	0	0	202011	"2020114124"	0	0	1	0	1	0.9434233	3	5	0	0	0	1	0.75	2	2	1	3
10	1	0	1	0	1	1	1	0.14546786	1	1	1	1	202011	"2020115117"	0	0	1	1	1	1.2527459	3	5	0	0	0	1	-3.75	2	3	1	2
11	0	0	1	1	1	1	1	-1.6999955	1	1	0	1	202011	"2020115126"	0	0	1	0	0	-1.5154492	3	5	0	0	0	1	-4.875	2	3	1	2
11	1	0	0	0	1	1	0	0.14546786	1	1	0		202011	"2020115131"	0	0	1	0	1	0.14546786	3	5	0	0	0	1	-4.0	2	3	1	2
12	1	0	1	0	1	1	1	-1.6999955	0	3	0	0	202011	"2020115135"	0	0	1	1	1	-1.8845419	3	5	0	0	0	1	-3.0	2	3	1	2
11	1	0	1	0	1	1	1	0.3300142	0	2	0	0	202011	"2020115147"	0	0	1	0	0	-0.40817115	3	5	0	0	0	1	-2.25	1	3	1	2
13	1	0	0	0	1	2	1	-1.3309028	0	2	0	0	202011	"2020115148"	0	0	1	1	1	-0.9618102	3	5	0	0	0	1	-1.75	3	3	1	2
11	0	0	1	1	1	1	1	-1.5154492	0	2	0	0	202011	"2020115152"	0	0	1	0	0	-0.40817115	3	5	0	0	0	1	-3.5	2	3	1	2
11	0	0	0	0	1	2	0	-0.7772638	0	2	0	0	202011	"2020115154"	0	0	1	0	0	-0.40817115	3	5	0	0	0	1	-1.25	2	3	1	2
10	0	0	0	0	1	2	0	-0.13643554	0	3	0	0	202021	"2020214208"	0	0	1	0	0	-0.8563414	1	2	1	1	0	0	-1.0	1	4	1	1
9	1	0	0	0	1	1	1	0.9434233	1	2	0	0	202021	"2020214219"	0	0	1	0	1	1.6633291	1	2	1	1	0	0	-2.25	2	4	1	1
10	0	1	1	0	1	4	0	1.6633291	1	1	0	0	202021	"2020214223"	0	0	1	1	1	1.1233997	1	2	1	1	0	0	5.5	2	4	1	1
9	1	0	1	0	1	1	1	-1.7562238	1	2	0	0	202021	"2020214225"	0	0	1	0	1	0.40349388	1	2	1	1	0	0	-2.5	1	4	1	1
10	1	0	1	0	1	2	0	-0.4963885	0	2	0	0	202021	"2020214232"	0	0	1	0	1	0.043540925	1	2	1	1	0	0	-1.25	1	4	1	1
11	0	0	0	0	1	2	0	-0.67636496	0	1	0	0	202021	"2020214237"	0	0	1	0	1	0.58347034	1	2	1	1	0	0	-1.25	2	4	1	1
9	1	0	0	0	1	1	1	0.58347034	1	2	0	0	202021	"2020214242"	0	0	1	0	0	-0.4963885	1	2	1	1	0	0	-3.25	1	4	1	1
10	0	0	1	0	1	1	0	-0.40817115	1	1	0	0	202021	"2020215202"	0	0	1	0	1	0.5145605	1	2	1	1	0	0	-2.25	2	4	1	1
12	1	0	1	1	1	2	1	0.14546786	1	1	0	0	202021	"2020215203"	0	0	1	1	1	-0.22362481	1	2	1	1	0	0	-2.0	1	4	1	1
12	1	0	1	0	1	2	0	0.6991069	0	3	0	0	202021	"2020215207"	0	0	1	0	1	-0.7772638	1	2	1	1	0	0	-1.0	3	4	1	1
11	1	0	1	0	1	2	0	0.6991069	0	2	0	0	202021	"2020215209"	0	0	1	0	1	0.6991069	1	2	1	1	0	0	-2.0	2	4	1	1
9	0	1	1	0	1	1	1	1.4372922	1	1	0	0	202021	"2020215214"	0	0	1	0	1	0.14546786	1	2	1	1	0	0	-6.0	2	4	1	1
11	0	0	0	0	1	2	1	0.3300142	1	2	0	1	202021	"2020215219"	0	0	1	0	0	-0.7772638	1	2	1	1	0	0	-1.25	3	4	1	1
11	0	0	0	1	1	1	1	-0.59271747	0	2	0	0	202021	"2020215223"	0	0	1	1	1	1.2527459	1	2	1	1	0	0	-5.0	2	4	1	1
10	0	1	0	0	1	3	0	0.14546786	1	3	0	0	202021	"2020215224"	0	0	1	1	1	0.14546786	1	2	1	1	0	0	0.0	2	4	1	1
12	1	1	1	0	1	1	1	-0.7772638	0	2	0	0	202021	"2020215228"	0	0	1	1	1	1.6218386	1	2	1	1	0	0	-5.875	2	4	1	1
12	1	0	1	1	1	1	1	1.4372922	0	3	0	0	202021	"2020215229"	0	0	1	0	0	1.4372922	1	2	1	1	0	0	-2.5	1	4	1	1
11	1	0	0	1	1	2	1	1.2527459	0	2	0	0	202021	"2020215234"	0	0	1	1	1	-0.22362481	1	2	1	1	0	0	-1.25	3	4	1	1
12	0	0	0	0	1	2	1	-0.40817115	0	1	0	1	202021	"2020215236"	0	0	1	0	0	1.2527459	1	2	1	1	0	0	-1.75	2	4	1	1
11	1	0	0	0	1	2	1	1.2527459	1	2	0	0	202021	"2020215243"	0	0	1	0	1	0.8836532	1	2	1	1	0	0	-1.5	1	4	1	1
11	1	0	0	1	1	2	0	1.9909313	1	2	0	0	202021	"2020215244"	0	0	1	0	0	1.6218386	1	2	1	1	0	0	-1.75	2	4	1	1
9	0	0	0	1	1	3	1	0.58347034	0	1	0	0	202031	"2020314101"	0	0	1	0	0	-1.036318	1	1	0	1	0	0	-0.5	2	3	1	2
9	1	0	0	0	1	1	1	-0.67636496	0	1	0	1	202031	"2020314104"	0	0	1	0	0	0.043540925	1	1	0	1	0	0	-3.0	2	3	1	2
9	1	0	0	0	1	1	0	-1.036318	0	1	0	0	202031	"2020314108"	0	0	1	0	0	-1.036318	1	1	0	1	0	0	-2.25	3	3	1	2
11	0	0	0	0	1	1	1	0.043540925	0		0	1	202031	"2020314118"	0	0	1	0	0	-0.4963885	1	1	0	1	0	0	-2.25	1	3	1	2
10	0	0	0	0	1	1	1	-0.31641203	0	1	0	1	202031	"2020314123"	0	0	1	0	0	0.2235174	1	1	0	1	0	0	-4.25	2	3	1	2
9	0	0	0	0	1	1	0	-1.7562238	0	3	0	0	202031	"2020314138"	0	0	1	0	0	-1.036318	1	1	0	1	0	0	-2.875	1	3	1	2
11	0	0	0	1	1	2	0	-0.59271747	0	1	0		202031	"2020315102"	0	0	1	0	0	-2.2536345	1	1	0	1	0	0	-1.25	2	3	1	2
10	1	0	1	0	1	2	1	-1.1463565	0	1	0	0	202031	"2020315104"	0	0	1	0	0	-0.9618102	1	1	0	1	0	0	-1.25	2	3	1	2
11	1	0	1	0	1	2	1	0.8836532	0	2	0		202031	"2020315106"	0	0	1	0	0	-0.7772638	1	1	0	1	0	0	-1.75	3	3	1	2
11	0	0	0	0	1	2	0	-0.22362481	0	3	0	0	202031	"2020315108"	0	0	1	0	0	-1.3309028	1	1	0	1	0	0	-1.75	2	3	1	2
11	0	0	1	0	1	1	1	-0.40817115	1	1	0	0	202031	"2020315130"	0	0	1	0	0	-0.039078478	1	1	0	1	0	0	-4.75	3	3	1	2
10	1	0	0	0	1	1	1	-0.7772638	1	2	0	0	202031	"2020315133"	0	0	1	0	0	-1.1463565	1	1	0	1	0	0	-4.5	2	3	1	2
10	1	1	1	0	1	1	1	1.4372922	1	3	0	0	202031	"2020315135"	0	0	1	1	1	-0.039078478	1	1	0	1	0	0	-4.5	1	3	1	2
10	1	0	1	1	1	2	0	-1.5154492	0	2	0	0	202031	"2020315144"	0	0	1	0	0	-1.6999955	1	1	0	1	0	0	-1.5	2	3	1	2
11	1	0	0	0	1	2	1	0.5145605	0		0	0	202031	"2020315152"	0	0	1	0	0	-0.40817115	1	1	0	1	0	0	-0.75	1	3	1	2
9	0	0	0	0	1	4	0	0.043540925	0	3	0	0	202032	"2020324107"	0	0	1	0	0	0.40349388	3	5	0	0	0	1	0.5	2	2	1	3
10	0	0	0	0	1	2	1	-1.7562238	0	1	1	0	202032	"2020324132"	0	0	1	0	0	-0.31641203	3	5	0	0	0	1	-2.0	2	2	1	3
10	0	0	0	0	1	2	0	-1.1463565	0	3	0	0	202032	"2020325102"	0	0	1	0	0	-0.59271747	3	5	0	0	0	1	-1.25	2	3	1	2
10	0	0	0	0	1	2	0	-0.9618102	0	1	0	0	202032	"2020325111"	0	0	1	0	0	-0.22362481	3	5	0	0	0	1	-2.0	2	3	1	2
10	0	0	0	1	1	2	1	-0.22362481	1	2	0	1	202032	"2020325117"	0	0	1	0	0	-0.22362481	3	5	0	0	0	1	-1.75	2	3	1	2
12	0	0	0	1	1	1	1	-2.0690882	0	1	1	0	202032	"2020325135"	0	0	1	0	1	-0.59271747	3	5	0	0	0	1	-5.25	2	3	1	2
9	1	0	0	0	1	2	0	-0.8563414	1	2	0	0	202033	"2020334103"	0	0	1	0	0	-1.3962709	3	5	0	0	0	1	-1.25	3	5	1	1
9	0	1	1	1	1	1	1	0.2235174	1	3	0	0	202033	"2020334119"	0	0	1	1	1	0.9434233	3	5	0	0	0	1	-3.75	1	5	1	1
10	1	0	0	0	1	4	0	-1.7562238	0	3	0	0	202033	"2020334127"	0	0	1	0	0	-0.8563414	3	5	0	0	0	1	4.625	2	5	1	1
9	0	0	0	0	1	2	1	2.383235	1	1	0	0	202033	"2020334141"	0	0	1	0	0	1.6633291	3	5	0	0	0	1	-1.75	3	5	1	1
9	1	0	1	0	1	2	0	-0.13643554	0		0	0	202033	"2020334145"	0	0	1	0	0	-1.2162944	3	5	0	0	0	1	-1.125	3	5	1	1
9	1	0	0	0	1	2	1	-0.31641203	0	1	0	0	202033	"2020334152"	0	0	1	0	0	0.40349388	3	5	0	0	0	1	-1.5	1	5	1	1
11	1	0	1	1	1	1	1	-1.5154492	0	2	0	0	202033	"2020335101"	0	0	1	1	1	-1.1463565	3	5	0	0	0	1	-3.375	3	3	1	2
10	1	0	0	0	1	4	0	-0.59271747	1	2	0	0	202033	"2020335104"	0	0	1	0	0	0.8836532	3	5	0	0	0	1	0.875	3	3	1	2
10	1	0	0	1	1	2	0	0.6991069	0	2	0	0	202033	"2020335105"	0	0	1	0	0	1.2527459	3	5	0	0	0	1	-1.0	3	3	1	2
10	1	0	1	0	1	2	1	0.6991069	0	3	0	0	202033	"2020335110"	0	0	1	1	1	1.4372922	3	5	0	0	0	1	-1.75	3	3	1	2
10	1	0	0	0	1	3	0	-0.7772638	0	1	0	0	202033	"2020335111"	0	0	1	0	0	1.2527459	3	5	0	0	0	1	0.25	3	3	1	2
11	1	0	0	0	1	2	1	0.5145605	0	1	1	0	202033	"2020335116"	0	0	1	1	1	-0.22362481	3	5	0	0	0	1	-1.75	2	3	1	2
12	0	1	1	0	1	1	1	-0.039078478	0	1	0	1	202033	"2020335117"	0	0	1	1	1	-0.59271747	3	5	0	0	0	1	-7.25	2	3	1	2
10	0	0	0	0	1	2	1	0.3300142	0	2	0	0	202033	"2020335118"	0	0	1	1	1	-0.039078478	3	5	0	0	0	1	-1.75	2	3	1	2
10	0	0	0	1	1	2	1	0.5145605	0	1	0	1	202033	"2020335119"	0	0	1	1	0	0.3300142	3	5	0	0	0	1	-1.5	2	3	1	2
10	1	0	0	1	1	2	1	1.0681995	1	3	1	0	202033	"2020335132"	0	0	1	1	0	1.4372922	3	5	0	0	0	1	-1.75	2	3	1	2
12	1	0	1	0	1	2	1	0.14546786	0	2	0	0	202033	"2020335135"	0	0	1	1	1	1.4372922	3	5	0	0	0	1	-1.0	2	3	1	2
10	0	0	0	0	1	2	1	-0.039078478	0	1	0	0	202033	"2020335136"	0	0	1	1	1	-0.039078478	3	5	0	0	0	1	-1.75	1	3	1	2
10	0	0	1	0	1	1	1	-0.22362481	0	1	0	0	202033	"2020335139"	0	0	1	1	1	0.6991069	3	5	0	0	0	1	-2.5	2	3	1	2
9	1	0	0	1	1	2	0	2.023282	0	1	0	0	202034	"2020344109"	0	0	1	0	0	0.7634468	1	1	0	1	0	0	-2.0	1	2	1	3
10	1	0	1	0	1	1	0	0.40349388	1	1	0	0	202034	"2020344114"	0	0	1	0	0	-0.8563414	1	1	0	1	0	0	-3.25	1	2	1	3
10	0	1	0	0	1	1	1	0.7634468	0	2	0	0	202034	"2020344115"	0	0	1	0	1	1.1233997	1	1	0	1	0	0	-4.875	3	2	1	3
10	0	0	0	1	1	2	1	-1.3962709	0	1	0	0	202034	"2020344133"	0	0	1	0	0	0.58347034	1	1	0	1	0	0	-1.5	2	2	1	3
10	1	0	0	0	1	3	0	-0.8563414	0	2	0	0	202034	"2020344138"	0	0	1	0	0	-1.7562238	1	1	0	1	0	0	-0.5	2	2	1	3
9	0	0	1	1	1	2	1	0.7634468	1	3	0	0	202034	"2020344143"	0	0	1	0	0	1.4833527	1	1	0	1	0	0	-1.75	1	2	1	3
9	1	0	1	0	1	1	0	1.3033762	0	1	0	0	202034	"2020344144"	0	0	1	0	0	-1.036318	1	1	0	1	0	0	-2.25	2	2	1	3
9	0	0	1	0	1	2	0	1.0681995	0	1	0	0	202034	"2020345102"	0	0	1	0	0	0.3300142	1	1	0	1	0	0	-1.625	2	3	1	2
11	0	0	0	0	1	2	0	-0.40817115	0	2	0	0	202034	"2020345107"	0	0	1	0	0	0.14546786	1	1	0	1	0	0	-1.25	2	3	1	2
10	1	0	0	0	1	2	0	0.8836532	1	1	0	0	202034	"2020345111"	0	0	1	0	0	0.5145605	1	1	0	1	0	0	-1.5	2	3	1	2
11	1	0	0	1	1	2	0	0.8836532	0	3	0	0	202034	"2020345119"	0	0	1	0	0	0.5145605	1	1	0	1	0	0	-1.5	3	3	1	2
12	0	0	1	0	1	2	0	-2.438181	0	3	0	0	202034	"2020345123"	0	0	1	0	0	-1.8845419	1	1	0	1	0	0	-1.25	3	3	1	2
12	0	0		0	1	1	1	0.14546786	0	2	0	0	202034	"2020345124"	0	0	1	0	0	-0.59271747	1	1	0	1	0	0	-2.5	1	3	1	2
10	0	0	1	0	1	2	1	0.6991069	1	2	0	0	202034	"2020345127"	0	0	1	0	0	0.8836532	1	1	0	1	0	0	-1.75	1	3	1	2
10	0	0	0	0	1	1	1	-0.039078478	0	1	0	0	202034	"2020345136"	0	0	1	1	1	0.3300142	1	1	0	1	0	0	-3.5	2	3	1	2
10	1	0	0	0	1	2	0	0.6991069	0	2	0	0	202034	"2020345142"	0	0	1	0	0	-0.22362481	1	1	0	1	0	0	-1.5	1	3	1	2
11	1	0	0	1	1	4	1	0.6991069	0		0	0	202034	"2020345148"	0	0	1	0	0	0.6991069	1	1	0	1	0	0	0.875	2	3	1	2
10	0	0	0	1	1	2	1	0.6991069	1	2	0	0	202034	"2020345149"	0	0	1	0	0	0.6991069	1	1	0	1	0	0	-1.375	2	3	1	2
11	0	0	0	0	1	1	0	-0.22362481	0	1	0	0	202034	"2020345152"	0	0	1	0	0	-1.1463565	1	1	0	1	0	0	-2.25	2	3	1	2
11	0	0	0	0	1	2	0	0.14546786	1	1	0	0	202034	"2020345157"	0	0	1	0	0	0.5145605	1	1	0	1	0	0	-0.75	2	3	1	2
12	1	0	0	0	1	2	0	-1.036318	1	1	0	0	202035	"2020354131"	0	0	1	0	1	-1.3962709	1	1	0	1	0	0	-0.875	3	3	1	2
10	0	1	1	1	1	1	1	1.4833527	0	1	0	0	202035	"2020354135"	0	0	1	0	0	1.4833527	1	1	0	1	0	0	-4.875	2	3	1	2
11	0	0	0	0	1	2	0	1.4833527	1	3	0	0	202035	"2020354136"	0	0	1	0	0	0.9434233	1	1	0	1	0	0	-0.75	2	3	1	2
10	0	0	0	0	1	2	0	1.6633291	0	1	0	0	202035	"2020354152"	0	0	1	1	1	0.40349388	1	1	0	1	0	0	-2.0	2	3	1	2
10	1	0	0	0	1	2	0	0.9434233	0	1	0	0	202035	"2020354161"	0	0	1	0	0	1.8433056	1	1	0	1	0	0	-1.0	1	3	1	2
10	0	0	1	0	1	1	1	1.1233997	0	1	0	0	202035	"2020354163"	0	0	1	0	0	1.4833527	1	1	0	1	0	0	-2.25	2	3	1	2
11	1	0	0	1	1	2	0	0.14546786	0	1	0	1	202035	"2020355115"	0	0	1	0	0	-0.22362481	1	1	0	1	0	0	-1.0	3	2	1	3
10	0	0	0	0	1	3	0	-0.9618102	0	1	0	0	202035	"2020355120"	0	0	1	0	0	0.14546786	1	1	0	1	0	0	0.0	2	2	1	3
11	1	0	0	0	1	2	1	-1.5154492	0	3	1	1	202035	"2020355121"	0	0	1	0	0	-0.59271747	1	1	0	1	0	0	-1.5	3	2	1	3
12	1	0	0	0	1	2	1	-1.8845419	0	2	0	0	202035	"2020355127"	0	0	1	0	0	0.8836532	1	1	0	1	0	0	-1.25	2	2	1	3
12	1	0	0	1	1	1	1	0.3300142	0	2	0	0	202035	"2020355136"	0	0	1	0	1	0.5145605	1	1	0	1	0	0	-3.25	1	2	1	3
9	0	0	0	0	1	2	0	2.023282	0	3	0	0	202041	"2020414106"	0	0	1	0	0	0.043540925	2	4	1	0	1	0	-1.25	2	3	1	2
10	0	0	0	0	1	2	0	0.2235174	0	1	0	0	202041	"2020414110"	0	0	1	0	0	-0.4963885	2	4	1	0	1	0	-1.5	2	3	1	2
10	0	0	0	0	1	1	1	0.9434233	0	1	0	0	202041	"2020414114"	0	0	1	0	0	-0.31641203	2	4	1	0	1	0	-3.0	2	3	1	2
11	0	0	0	0	1	2	0	1.6633291	0	1	0	0	202041	"2020414119"	0	0	1	0	0	0.40349388	2	4	1	0	1	0	-0.625	2	3	1	2
11	0	0	0	0	1	1	1	0.40349388	0	2	0	0	202041	"2020414126"	0	0	1	0	1	0.58347034	2	4	1	0	1	0	-2.75	1	3	1	2
10	0	0	1	0	1	2	0	-0.7772638	0	2	0	0	202041	"2020415102"	0	0	1	0	0	0.5145605	2	4	1	0	1	0	-1.5	2	5	1	1
10	0	0	0	0	1	2	0	1.0681995	0	1	0	0	202041	"2020415119"	0	0	1	0	0	-0.22362481	2	4	1	0	1	0	-1.5	2	5	1	1
12	0	0	1	0	1	2	0	-0.40817115	0	1	0	1	202041	"2020415120"	0	0	1	0	0	-0.40817115	2	4	1	0	1	0	-1.75	2	5	1	1
12	0	0	0	1	1	2	0	-0.039078478	0	1	0	0	202041	"2020415133"	0	0	1	0	0	-0.22362481	2	4	1	0	1	0	-2.0	2	5	1	1
10	1	1	1	1	1	1	1	1.1233997	0		0	1	202051	"2020514137"	0	0	1	1	1	0.58347034	3	6	1	0	0	1	-3.25	2	3	1	2
10	0	1	1	0	1	1	1	-1.036318	0		0	0	202051	"2020514146"	0	0	1	1	1	0.58347034	3	6	1	0	0	1	-3.875	1	3	1	2
8	0	0	0	0	1	2	0	0.2235174	0		0	0	202051	"2020514155"	0	0	1	0	0	1.3033762	3	6	1	0	0	1	-0.75	2	3	1	2
11	1	1	1	0	1	1	1	-1.5154492	0	1	0	0	202051	"2020515209"	0	0	1	1	1	-1.1463565	3	6	1	0	0	1	-7.5	3	3	1	2
11	1	0	0	1	1	1	1	0.8836532	1	1	0	0	202051	"2020515213"	0	0	1	1	1	-1.5154492	3	6	1	0	0	1	-3.0	2	3	1	2
11	0	0	0	0	1	2	0	-1.6999955	0	3	0	1	202051	"2020515215"	0	0	1	0	0	-0.7772638	3	6	1	0	0	1	-1.0	1	3	1	2
10	1	0	0	1	1	1	1	-1.8845419	0	1	0	0	202051	"2020515221"	0	0	1	0	0	-1.1463565	3	6	1	0	0	1	-2.25	1	3	1	2
10	1	1	1	1	1	1	1	0.8836532	0	1	0	0	202051	"2020515225"	0	0	1	0	0	1.0681995	3	6	1	0	0	1	-7.0	1	3	1	2
11	0	0	0	0	1	2	0	-1.5154492	1	1	0		202051	"2020515233"	0	1	1				3	6	1	0	0	1	-1.25			1	
13	1	0	0	0	1	3	0	-0.59271747	0	3	0	0	202051	"2020515240"	0	0	1	0	0	-1.1463565	3	6	1	0	0	1	0.0	2	3	1	2
11	0	0	0	0	1	2	0	1.6218386	0	1	0	0	202051	"2020515243"	0	0	1	0	0	1.2527459	3	6	1	0	0	1	-1.0	2	3	1	2
10	0	1	0	0	1	2	0	1.3033762	0	1	0	0	202062	"2020624119"	0	0	1	0	0	1.6633291	2	3	0	0	1	0	-2.0	1	3	1	2
9	1	0	0	0	1	4	0	-1.3962709	0	2	0	0	202062	"2020624126"	0	0	1	0	0	-0.67636496	2	3	0	0	1	0	2.5	2	3	1	2
10	0	0	0	0	1	2	0	-0.7772638	0		0	0	202062	"2020625101"	0	0	1	0	1	-0.039078478	2	3	0	0	1	0	-1.75	2	2	1	3
12	1	0	1	1	1	1	1	-0.59271747	0		0	0	202062	"2020625102"	0	0	1	1	1	-0.039078478	2	3	0	0	1	0	-4.75	2	2	1	3
11	1	0	0	1	1	1	1	0.8836532	1	2	0	0	202062	"2020625128"	0	0	1	1	1	1.2527459	2	3	0	0	1	0	-2.75	1	2	1	3
10	1	0	0	1	1	2	0	0.3300142	1	3	0	0	202062	"2020625133"	0	0	1	0	0	1.0681995	2	3	0	0	1	0	-1.25	1	2	1	3
10	1	0	1	0	1	1	1	0.6991069	1	1	0	1	202062	"2020625135"	0	0	1	1	1	0.6991069	2	3	0	0	1	0	-5.5	2	2	1	3
11	0	0	1	0	1	2	0	0.3300142	0	1	0	0	202062	"2020625141"	0	0	1	0	1	0.3300142	2	3	0	0	1	0	-1.5	2	2	1	3
10	0	0	0	0	1	2	0	0.3300142	0	1	0	0	202062	"2020625145"	0	0	1	0	0	0.5145605	2	3	0	0	1	0	-1.0	1	2	1	3
8	1	0	1	0	1	1	1	0.9434233	1	1	0	1	202071	"2020714136"	0	1	1				2	3	0	0	1	0	-2.75			1	
11	1	0	0	0	1	4	0	-1.1463565	0	1	0	0	202071	"2020715147"	0	0	1	0	0	0.5145605	2	3	0	0	1	0	2.5	2	3	1	2
14	0	0	0	0	1	2	1	-1.8845419	0	1	0	0	202071	"2020715162"	0	0	1	1	1	-1.3309028	2	3	0	0	1	0	-1.0	3	3	1	2
9	1	0	1	0	1	1	1	0.9434233	1	3	0	0	202072	"2020724127"	0	0	1	1	1	0.40349388	1	2	1	1	0	0	-3.0	2	1	1	3
11	1	0	0	0	1	1	0	0.2235174	0	2	0	0	202072	"2020724135"	0	0	1	1	1	0.7634468	1	2	1	1	0	0	-2.5	1	1	1	3
10	1	1	0	0	1	3	1	-0.67636496	0	1	0	0	202072	"2020724137"	0	0	1	1	1	-0.67636496	1	2	1	1	0	0	0.25	2	1	1	3
10	0	0	0	0	1	2	0	-0.40817115	0	1	0	0	202072	"2020725132"	0	0	1	0	0	0.3300142	1	2	1	1	0	0	-1.25	2	3	1	2
